hcp_id,hcp_name,specialty,city,state,hospital_affiliation,hospital_type,decile,brand_affinity,monthly_rx_potential,years_in_practice,kol_flag,kol_score,territory_id
NPI_000466,Dr. Heather Schwartz,Medical Oncologist,Denver,CO,UCHealth University of Colorado Cancer Center,Cancer Center,8,SWITCHER,15,4,False,0,TER_MO_01
NPI_000467,Dr. Kristin Brown,Hemato-Oncologist,San Francisco,CA,Green PLC Medical Center,Private Practice,9,SWITCHER,14,29,False,0,TER_PA_02
NPI_000468,Dr. Austin Arnold,Medical Oncologist,Los Angeles,CA,Cedars-Sinai Samuel Oschin Cancer Center,Cancer Center,9,NO_PREFERENCE,15,17,False,0,TER_PA_01
NPI_000469,Dr. Lindsey Farmer,Pulmonologist,Chicago,IL,Mendoza Group Medical Center,Teaching Hospital,7,SWITCHER,9,18,False,0,TER_MI_01
NPI_000470,Dr. Thomas Valdez,Medical Oncologist,Cleveland,OH,Mcgee Group Medical Center,Teaching Hospital,9,VEXORIN_LOYAL,17,6,True,3,TER_MI_02
NPI_000471,Dr. Robert Saunders,Medical Oncologist,San Francisco,CA,UCSF Helen Diller Cancer Center,Cancer Center,8,VEXORIN_LOYAL,15,23,True,4,TER_PA_02
NPI_000472,Dr. Jennifer Mcmahon,Medical Oncologist,Houston,TX,Bender Inc Medical Center,Teaching Hospital,6,ZYLATEC_LOYAL,8,32,False,0,TER_SO_01
NPI_000473,Dr. Erin Mason,Medical Oncologist,Phoenix,AZ,Mayo Clinic Cancer Center Arizona,Cancer Center,8,SWITCHER,11,34,False,0,TER_MO_02
NPI_000474,Dr. Christopher Kemp,Medical Oncologist,Denver,CO,UCHealth University of Colorado Cancer Center,Cancer Center,7,SWITCHER,13,22,False,0,TER_MO_01
NPI_000475,Dr. Christopher Day,Hemato-Oncologist,Cleveland,OH,Durham-Perez Medical Center,Teaching Hospital,8,SWITCHER,12,6,False,0,TER_MI_02
NPI_000476,Dr. Andrea Long,Hemato-Oncologist,New York,NY,Cortez Inc Medical Center,Private Practice,7,SWITCHER,12,26,False,0,TER_NO_02
NPI_000477,Dr. Linda Powell,Pulmonologist,Dallas,TX,"Morrison, Bruce and Herring Medical Center",Private Practice,4,ZYLATEC_LOYAL,6,21,False,0,TER_SO_02
NPI_000478,Dr. Lisa Copeland,Medical Oncologist,Cleveland,OH,Cleveland Clinic Taussig Cancer Institute,Cancer Center,7,NO_PREFERENCE,11,29,False,0,TER_MI_02
NPI_000479,Dr. William Mccall,Medical Oncologist,Dallas,TX,UT Southwestern Simmons Cancer Center,Cancer Center,9,NO_PREFERENCE,13,32,False,0,TER_SO_02
NPI_000480,Dr. Erik Taylor,Medical Oncologist,New York,NY,"Rich, Delgado and Garcia Medical Center",Private Practice,7,VEXORIN_LOYAL,12,10,False,0,TER_NO_02
NPI_000481,Dr. Lori Thompson,Pulmonologist,Seattle,WA,Allen and Sons Medical Center,Teaching Hospital,8,NO_PREFERENCE,10,34,True,5,TER_PA_03
NPI_000482,Dr. Jonathan Wiley,Medical Oncologist,Philadelphia,PA,Ayala-Brown Medical Center,Private Practice,10,SWITCHER,16,14,False,0,TER_NO_03
NPI_000483,Dr. John Pena,Medical Oncologist,Chicago,IL,Northwestern Medicine Lurie Cancer Center,Cancer Center,10,SWITCHER,17,23,False,0,TER_MI_01
NPI_000484,Dr. Leah Glass,Medical Oncologist,Salt Lake City,UT,"Kane, Crawford and Moyer Medical Center",Community Hospital,10,SWITCHER,14,24,False,0,TER_MO_03
NPI_000485,Dr. Tiffany Velez,Medical Oncologist,Philadelphia,PA,Penn Medicine Abramson Cancer Center,Cancer Center,5,SWITCHER,9,22,False,0,TER_NO_03
NPI_000486,Dr. Megan Guzman,Hemato-Oncologist,San Francisco,CA,UCSF Helen Diller Cancer Center,Cancer Center,8,SWITCHER,13,16,True,5,TER_PA_02
NPI_000487,Dr. Meghan Jackson,Pulmonologist,Minneapolis,MN,"Lewis, Rodriguez and Cook Medical Center",Community Hospital,9,VEXORIN_LOYAL,16,14,False,0,TER_MI_03
NPI_000488,Dr. Laura Parker,Pulmonologist,Houston,TX,MD Anderson Cancer Center,Cancer Center,7,ZYLATEC_LOYAL,11,29,False,0,TER_SO_01
NPI_000489,Dr. Julie Davis,Pulmonologist,Seattle,WA,"Patterson, Rivera and Allen Medical Center",Teaching Hospital,10,NO_PREFERENCE,15,3,False,0,TER_PA_03
NPI_000490,Dr. Mark Russell,Medical Oncologist,Chicago,IL,Peterson-Singleton Medical Center,Teaching Hospital,5,VEXORIN_LOYAL,9,13,False,0,TER_MI_01
NPI_000491,Dr. Sarah Anderson,Hemato-Oncologist,Philadelphia,PA,Penn Medicine Abramson Cancer Center,Cancer Center,9,VEXORIN_LOYAL,17,16,False,0,TER_NO_03
NPI_000492,Dr. Eric Welch,Medical Oncologist,Boston,MA,Dana-Farber Cancer Institute,Cancer Center,10,NO_PREFERENCE,18,17,False,0,TER_NO_01
NPI_000493,Dr. David Williams,Pulmonologist,New York,NY,Berry-Larsen Medical Center,Private Practice,6,SWITCHER,8,6,False,0,TER_NO_02
NPI_000494,Dr. Jason Brock,Hemato-Oncologist,Chicago,IL,"Villegas, Goodwin and Jackson Medical Center",Community Hospital,7,NO_PREFERENCE,10,6,False,0,TER_MI_01
NPI_000495,Dr. Richard Espinoza,Medical Oncologist,Philadelphia,PA,Wagner-Morris Medical Center,Teaching Hospital,6,SWITCHER,11,17,False,0,TER_NO_03
NPI_000496,Dr. Andrea Mcdonald,Hemato-Oncologist,Seattle,WA,"Armstrong, Johnson and Ray Medical Center",Teaching Hospital,9,SWITCHER,15,15,False,0,TER_PA_03
NPI_000497,Dr. Jessica Brown,Hemato-Oncologist,Denver,CO,UCHealth University of Colorado Cancer Center,Cancer Center,7,SWITCHER,9,14,False,0,TER_MO_01
NPI_000498,Dr. Julie Fox,Pulmonologist,Chicago,IL,Northwestern Medicine Lurie Cancer Center,Cancer Center,5,ZYLATEC_LOYAL,7,13,False,0,TER_MI_01
NPI_000499,Dr. Angela Allen,Pulmonologist,Salt Lake City,UT,Huntsman Cancer Institute,Cancer Center,6,SWITCHER,8,12,False,0,TER_MO_03
NPI_000500,Dr. Susan Sosa,Hemato-Oncologist,New York,NY,Schmidt-Clay Medical Center,Private Practice,9,SWITCHER,17,22,False,0,TER_NO_02
